Document ID,Agency ID,Docket ID,Tracking Number,Document Type,Posted Date,Is Withdrawn?,Federal Register Number,FR Citation,Title,Comment Start Date,Comment Due Date,Allow Late Comments,Comment on Document ID,Effective Date,Implementation Date,Postmark Date,Received Date,Author Date,Related RIN(s),Authors,CFR,Abstract,Legacy ID,Media,Document Subtype,Exhibit Location,Exhibit Type,Additional Field 1,Additional Field 2,Topics,Duplicate Comments,OMB/PRA Approval Number,Page Count,Page Length,Paper Width,Special Instructions,Source Citation,Start End Page,Subject,First Name,Last Name,City,State/Province,Zip/Postal Code,Country,Organization Name,Submitter Representative,Representative's Address,"Representative's City, State & Zip",Government Agency,Government Agency Type,Comment,Category,Restrict Reason Type,Restrict Reason,Reason Withdrawn,Content Files,Attachment Files,"Display Properties (Name, Label, Tooltip)"
"SEC-2022-0013-0001","SEC",,,"Rule",2022-01-05T05:00Z,false,"2021-28445",,"Updated Electronic Data Gathering, Analysis, and Retrieval System",2022-01-05T05:00Z,,false,,,,,2022-01-05T05:00Z,,,,,,,,,,,,,"Incorporation by Reference,Reporting and Recordkeeping Requirements,Securities",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-0013-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-0013-0001/content.htm",,
"SEC-2022-0211-0001","SEC",,,"Rule",2022-02-11T05:00Z,false,"2022-02552",,"Recordkeeping and Reporting Requirements for Security-Based Swap Dealers, Major Security-Based Swap Participants, and Broker-Dealers: Correction",2022-02-11T05:00Z,,false,,,,,2022-02-11T05:00Z,,,,,,,,,,,,,"Brokers,Recordkeeping and Reporting Requirements,Securities",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-0211-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-0211-0001/content.htm",,
"SEC-2022-0491-0001","SEC",,,"Rule",2022-04-11T04:00Z,false,"2022-07196",,"Staff Accounting Bulletin No. 121",2022-04-11T04:00Z,,false,,,,,2022-04-11T04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-0491-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-0491-0001/content.htm",,
"SEC-2022-0531-0001","SEC",,,"Rule",2022-04-15T04:00Z,false,"2022-06972",,"Technical Amendments to Commission Rules and Forms",2022-04-15T04:00Z,,false,,,,,2022-04-15T04:00Z,,,,,,,,,,,,,"Reporting and Recordkeeping Requirements,Securities",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-0531-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-0531-0001/content.htm",,
"SEC-2022-0564-0001","SEC",,,"Rule",2022-04-19T04:00Z,false,"2022-08232",,"Adoption of Updated Electronic Data Gathering, Analysis, and Retrieval System Filer Manual",2022-04-19T04:00Z,,false,,,,,2022-04-19T04:00Z,,,,,,,,,,,,,"Incorporation by Reference,Reporting and Recordkeeping Requirements,Securities",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-0564-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-0564-0001/content.htm",,
"SEC-2022-0791-0001","SEC",,,"Rule",2022-06-10T04:00Z,false,"2022-12253",,"Updating EDGAR Filing Requirements and Form 144 Filings",2022-06-10T04:00Z,,false,,,,,2022-06-10T04:00Z,,,,,,,,,,,,,"Reporting and Recordkeeping Requirements,Securities",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-0791-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-0791-0001/content.htm",,
"SEC-2022-0872-0001","SEC",,,"Rule",2022-06-30T04:00Z,false,"2022-13936",,"Electronic Submission of Applications for Orders under the Advisers Act and the Investment Company Act, Confidential Treatment Requests for Filings",2022-06-30T04:00Z,,false,,,,,2022-06-30T04:00Z,,,,,,,,,,,,,"Reporting and Recordkeeping Requirements,Securities,Investment Companies,Investment Advisers",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-0872-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-0872-0001/content.htm",,
"SEC-2022-0892-0001","SEC",,,"Rule",2022-07-11T04:00Z,false,"2022-14683",,"Electronic Submission of Applications for Orders under the Advisers Act and the Investment Company Act, Confidential Treatment Requests for Filings; Correction",2022-07-11T04:00Z,,false,,,,,2022-07-11T04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-0892-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-0892-0001/content.htm",,
"SEC-2022-0949-0001","SEC",,,"Rule",2022-07-19T04:00Z,false,"2022-15311",,"Proxy Voting Advice",2022-07-19T04:00Z,,false,,,,,2022-07-19T04:00Z,,,,,,,,,,,,,"Brokers,Confidential Business Information,Fraud,Reporting and Recordkeeping Requirements,Securities",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-0949-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-0949-0001/content.htm",,
"SEC-2022-0954-0001","SEC",,,"Rule",2022-07-19T04:00Z,false,"2022-15321",,"Adoption of Updated EDGAR Filer Manual",2022-07-19T04:00Z,,false,,,,,2022-07-19T04:00Z,,,,,,,,,,,,,"Incorporation by Reference,Reporting and Recordkeeping Requirements,Securities",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-0954-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-0954-0001/content.htm",,
"SEC-2022-1168-0001","SEC",,,"Rule",2022-09-02T04:00Z,false,"2022-18842",,"Whistleblower Program Rules",2022-09-02T04:00Z,,false,,,,,2022-09-02T04:00Z,,,,,,,,,,,,,"Securities,Whistleblowing",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-1168-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-1168-0001/content.htm",,
"SEC-2022-1186-0001","SEC",,,"Rule",2022-09-08T04:00Z,false,"2022-18771",,"Pay Versus Performance",2022-09-08T04:00Z,,false,,,,,2022-09-08T04:00Z,,,,,,,,,,,,,"Reporting and Recordkeeping Requirements,Securities",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/SEC-2022-1186-0001/content.pdf,https://downloads.regulations.gov/SEC-2022-1186-0001/content.htm",,
